0.09204931	-0.021291126	0.0035802377	0.007824448	0.024925087	-0.05161632	0.077683486	0.06782072	0.020726467	-0.011819608	0.030936273	0.054515418	0.029087039	0.0370377	-0.012728893	0.008281896
0.04743476	0.0043430487	0.020215651	-0.04707153	0.012173569	0.025005518	0.094005875	0.072447605	0.022684405	0.05931834	-0.023897659	0.06617672	0.053942848	0.05898054	-0.03654267	0.007830801
0.04364881	0.043391738	-0.04150952	0.07561841	-0.050304674	0.007352376	0.05376216	0.09264467	0.072056994	0.076038234	-0.03431933	0.0031618064	0.10209838	-0.0038880745	-0.007472836	-0.029787658
0.032491468	0.01481047	0.024007302	-0.027569871	-0.01359053	-0.0014210227	0.029696403	0.08179609	0.014140594	0.0788525	0.020369241	0.07090433	0.07308437	0.014648635	0.0025241864	0.006732285
0.08489125	-0.03591533	0.022318432	-0.00616217	-0.036669683	-0.0050311806	0.07405858	0.09900033	0.0098780375	0.055378206	0.035843786	-0.028421318	0.03867547	-0.004503942	-0.0028849326	-0.057328194
0.14568709	-0.03117663	-0.030277025	0.03622723	0.02877225	0.07377673	0.09533006	6.621882e-05	0.08335737	0.022535814	0.03517102	0.024727711	0.05769227	0.023075514	-0.010810709	0.044850536
0.07256025	-0.011794655	0.05551341	-0.0028523752	-0.06473254	-0.021585377	0.15933463	0.10742972	0.045663856	0.11287658	-0.012650475	0.007853021	0.13393548	0.047807038	-0.07599091	0.01295478
0.03284664	-0.04310657	-0.015398315	-0.03126254	0.02931067	0.010244371	0.061547443	0.08514961	0.084673956	0.06901983	0.020850662	-0.010242455	0.023559501	0.034959886	-0.0041088364	0.017272798
0.045015223	0.040823847	0.0034090015	-0.041454144	-0.005407892	-0.028477317	0.08744142	0.02138259	0.014091367	0.008205726	-0.06251675	-0.0040001813	0.054342832	0.001308757	-0.0021108221	0.02366601
0.05947737	0.006466721	-0.08158242	0.028830988	0.021372084	0.040808752	0.09793511	0.074841164	-0.0384611	0.08276142	0.025772406	0.025994673	0.059603967	-0.0145512335	0.013863258	-0.0792783
0.035663664	0.0036858486	0.0023476824	-0.0140727945	0.022298917	-0.015824884	0.051740285	0.07744216	0.024386214	0.032510985	0.010117	0.1207085	0.03591798	0.0051318933	-0.051437248	0.043516785
0.14903055	0.03654206	0.004700529	0.0011984142	-0.08294905	-0.008231292	-0.0013542592	0.09588353	0.029023178	0.09072687	-0.01649999	0.093104295	0.06765836	0.11573956	0.046318904	0.022495274
0.071340814	-0.0595404	-0.02201726	0.010505067	0.01873511	-0.0025583145	-0.014413007	0.034261465	0.006896231	0.0080281515	-0.014474566	0.0046207123	0.09300328	-0.052202344	-0.053103562	0.03264229
0.090726934	0.0006702796	0.018599998	0.007841701	-0.04039308	-0.1443862	0.059743274	0.099985376	0.07925901	0.025826769	0.10320049	0.08335424	-0.040806305	0.0073513314	-0.023631811	-0.02349516
0.034694806	0.027572239	0.010889569	0.033985306	-0.061150488	0.05194448	-0.058731966	0.08307154	-0.038769823	0.010173358	-0.055208556	0.09642103	-0.05258827	0.005746934	0.064622305	0.02974932
-0.017987281	-0.010861298	0.05230214	0.06558344	-0.047630776	-0.062446184	-0.010419346	-0.012037686	0.10223807	0.08321591	0.0021298355	0.052818	0.051730104	0.08820079	-0.007006486	-0.01699673
0.075614475	0.0046395776	-0.010547551	-0.02301208	-0.035070106	0.050751936	0.07088149	0.01333347	-0.007144797	0.06260094	-0.00034350046	-0.0662889	-0.04211676	0.06460103	-0.10962538	0.016570864
0.01089576	0.016903743	0.053950224	-0.10216155	-0.05922825	0.01775707	0.07126412	0.021306489	0.06820764	0.07030181	-0.048907053	0.0806158	-0.007864317	0.08443991	-0.044318963	-0.032709107
0.10587035	0.056883413	0.030059732	-0.047625147	-0.016670799	0.10544079	0.040202897	0.039846897	0.04028683	0.05700167	0.07045423	0.007762418	0.007810052	-0.0076372223	-0.04792964	0.01368976
0.14341825	0.0508231	0.011140851	0.029059501	-0.050411798	-0.05244512	0.1026148	0.03538002	-0.018989036	0.1160134	-0.1030424	0.026875237	0.008122705	0.08832923	0.06508828	-0.010140302
0.12417571	0.002416163	0.011360146	0.04296526	0.013213304	-0.09698379	-0.017439567	0.053658735	0.072987914	-0.056351624	-0.042034738	-0.08006169	0.10536182	0.10229906	0.015277072	-0.025562273
-0.008441753	-0.040795766	0.045800243	-0.044618838	0.010809287	0.009774551	0.13201661	-0.0031117871	-0.020383062	0.0728866	0.06773417	-0.0056283395	0.058704708	-0.02680238	-0.026047623	0.05687143
-0.04198033	0.0012585779	-0.016569054	0.03003291	0.018603021	0.18757449	-0.046491314	0.053641517	-0.063644	0.07386789	-7.3915624e-05	0.070969984	0.040558748	0.027555976	-0.05867038	-0.08949522
0.09045855	-0.041346025	0.06675723	-0.05384227	-0.08735392	-0.0680649	-0.004293854	-0.02435252	0.014373895	0.048155677	0.057530984	0.048549663	0.0030545024	0.04831389	-0.037618924	0.020087257
0.051863905	-0.00014311979	-0.059875164	-0.0734019	0.0068622185	0.0067107608	0.06275724	0.039080363	-0.013289039	-0.0074379933	-0.0030852992	-0.111346714	0.045684777	0.063415855	0.0278852	-0.061463993
0.036958076	0.004760112	-0.021316724	0.025065385	0.027133176	0.012018428	0.10995531	0.02767813	-0.02338217	-0.012135332	-0.0125436885	0.03236869	-0.016106859	0.016431855	-0.003381942	-0.013059734
0.032627944	0.013267384	0.04837958	0.038279403	0.0013967482	0.046820477	0.021791784	0.042402044	0.044356905	-0.032238677	-0.10348692	-0.054687753	-0.009215187	-0.12535803	0.03076154	-0.060802687
0.034361057	-0.016790126	0.01710953	-0.008991346	-0.024225496	-0.0026891625	0.09846764	-0.076962814	0.081066616	-0.0097050825	0.069008484	0.024667718	0.067726	-0.055872288	-0.041954555	-0.033963088
0.036708076	-0.0103960885	0.038364068	-0.09429943	0.093823075	-0.051322974	0.116941914	0.03486795	0.022428686	-0.09904452	0.024725696	0.0047137155	0.073103495	-0.061303113	0.067966856	0.06472869
-0.0025894956	0.06416444	0.023193358	-0.065907374	-0.01838269	-0.037394755	-0.0030653356	-0.02322283	0.019345963	0.06355988	-0.012893955	-0.049375568	0.05128041	0.056131367	-0.05137967	-0.026852863
0.030473337	0.0055734054	0.008537167	-0.03172852	-0.07062052	-0.07531489	-0.08227352	0.025404371	0.0013765339	0.05641237	-0.0133225415	0.013887971	-0.06553061	-0.02149474	-0.04992963	-0.06487925
0.048878066	-0.044539887	0.019277323	-0.033026926	-0.058572844	-0.0436359	-0.04180574	-0.0014573259	0.012683583	0.027639443	-0.04139856	-0.0531099	0.025802573	-0.022080394	0.0432603	0.05972315
0.03304373	-0.04580458	-0.01309877	-0.030390548	0.043574657	0.05486754	0.18833064	0.08225189	0.026054127	0.042484485	-0.014719965	-0.04611747	-0.04032338	0.15358084	-0.022384217	0.1405515
0.026213052	-0.09072842	-0.012783393	-0.038358405	-0.039841652	0.012270491	0.020598765	0.092508264	-0.024509827	-0.034661435	0.022443295	0.017125832	0.062991954	-0.023937486	0.018386954	0.06617021
0.0011647652	-0.067447	-0.03532492	-0.040070128	-0.033940252	-0.009904519	0.02581344	-0.010991701	-0.023867246	0.02393942	-0.042218793	-0.043346442	0.14033435	0.08330704	0.1377689	0.032924462
